Pos	Relaxed	Intensified_purify	NoChange	Pos_and_Relaxed	Pos_and_Intense	Pos_all	Relax_all	Intense_all
0	0.251267746028426	0	0.747881700680108	0.000850553291466013	0	0.000850553291466013	0.252118299319892	0
0	0.247800890794751	0	0.746083823034944	0.00611528617030478	0	0.00611528617030478	0.253916176965055	0
0	0.248117374632458	0	0.748813023850185	0.00306960151735684	0	0.00306960151735684	0.251186976149815	0
0	0.243430792761306	0	0.751324900244827	0.00524430699386715	0	0.00524430699386715	0.248675099755173	0
0	0.241631070252674	0	0.749090400996747	0.00927852875057959	0	0.00927852875057959	0.250909599003253	0
0	0.239082839108304	0	0.756857661578316	0.00405949931337944	0	0.00405949931337944	0.243142338421684	0
0.00473138494685703	0.236173507527185	0	0.752855815821863	0	0.00623929170409425	0.0109706766509513	0.236173507527185	0.00623929170409425
0	0.233027846253869	0	0.756510182488262	0.0104619712578688	0	0.0104619712578688	0.243489817511738	0
0	0.234771506136685	0	0.761634533041231	0.00359396082208387	0	0.00359396082208387	0.238365466958769	0
0	0.235607570985088	0	0.75307660886567	0.0113158201492419	0	0.0113158201492419	0.24692339113433	0
0	0.255845396176978	0	0.741610105377616	0.00252655368115534	1.7944764250527e-05	0.00254449844540586	0.258371949858134	1.7944764250527e-05
0	0.232942885522167	0	0.76103278389288	0.00602433058495306	0	0.00602433058495306	0.23896721610712	0
0	0.234745820091447	0	0.757261786332855	0.00799239357569792	0	0.00799239357569792	0.242738213667145	0
0	0.240205819466724	0	0.753105105137391	0.00668907539588497	0	0.00668907539588497	0.246894894862609	0
0	0.245712295579123	0	0.754249649629146	3.80547917313063e-05	0	3.80547917313063e-05	0.245750350370854	0
0	0.234893609867593	0	0.75938516389057	0.00572122624183733	0	0.00572122624183733	0.24061483610943	0
0	0.253859962758514	0	0.746140037241486	0	0	0	0.253859962758514	0
0	0.243541138608071	0	0.755294038830995	0.00116482256093447	0	0.00116482256093447	0.244705961169005	0
0	0.244477425017435	0	0.755501209569533	0	2.13654130314621e-05	2.13654130314621e-05	0.244477425017435	2.13654130314621e-05
0	0.241657592364426	0	0.750427591154968	0.00791481648060604	0	0.00791481648060604	0.249572408845032	0
0	0.237103096059188	0	0.757171418452823	0.00572548548798975	0	0.00572548548798975	0.242828581547177	0
0	0.23734271320946	0	0.762156960419646	0.000500326370894227	0	0.000500326370894227	0.237843039580354	0
0	0.226390471790299	0	0.759504241907537	0.014105286302164	0	0.014105286302164	0.240495758092463	0
0	0.230896306628185	0	0.760117556232865	0.00898613713894913	0	0.00898613713894913	0.239882443767134	0
0	0.246623204658	0	0.753127226352286	0.000249568989714108	0	0.000249568989714108	0.246872773647714	0
0	0.241565803886058	0	0.754622187250516	0.0038120088634257	0	0.0038120088634257	0.245377812749484	0
0	0.245168340637404	0	0.747720712306482	0.00711094705611397	0	0.00711094705611397	0.252279287693518	0
0	0.247052273647803	0	0.751098003514268	0.000995611637529613	0.000854111200399259	0.00184972283792887	0.248047885285333	0.000854111200399259
0	0.230518915773587	0	0.760338239493649	0.00914284473276385	0	0.00914284473276385	0.239661760506351	0
0	0.254644904650269	0	0.741836177721171	0.00351891762856031	0	0.00351891762856031	0.258163822278829	0
0	0.24728540134799	0	0.744074601664613	0.00863999698739745	0	0.00863999698739745	0.255925398335387	0
0	0.245635077962358	0	0.749392824951913	0.00497209708572881	0	0.00497209708572881	0.250607175048087	0
0	0.259732420360518	0	0.738570685431051	0	0.0016968942084306	0.0016968942084306	0.259732420360518	0.0016968942084306
0	0.236861340857253	0	0.755796086824655	0.00734257231809199	0	0.00734257231809199	0.244203913175345	0
0	0.245551037121384	0	0.746871825458062	0.00757713742055422	0	0.00757713742055422	0.253128174541939	0
0	0.248802861742286	0	0.736554142398768	0.00233356960206297	0.0123094262568821	0.0146429958589451	0.251136431344349	0.0123094262568821
0	0.246299411699831	0	0.750696084293347	0.0030045040068215	0	0.0030045040068215	0.249303915706653	0
0	0.244065472200082	0	0.748866992779925	0.00706753501999321	0	0.00706753501999321	0.251133007220075	0
0	0.240181639938315	0	0.746076405802487	0.0137419542591983	0	0.0137419542591983	0.253923594197513	0
0	0.241545881294955	0	0.756476028393862	0.00197809031118293	0	0.00197809031118293	0.243523971606138	0
0	0.255152909453012	0	0.739677282662129	0.00516980788485926	0	0.00516980788485926	0.260322717337871	0
0	0.247267534419315	0	0.752732465580685	0	0	0	0.247267534419315	0
0	0.238077293451837	0	0.755496543122895	0	0.00642616342526821	0.00642616342526821	0.238077293451837	0.00642616342526821
0	0.25067815025955	0	0.744908701663404	0.00441314807704655	0	0.00441314807704655	0.255091298336596	0
0	0.245413923761026	0	0.753824332573749	0.000761743665224748	0	0.000761743665224748	0.246175667426251	0
0	0.247245331791044	0	0.745664736772611	6.22571456884593e-05	0.00702767429065692	0.00708993143634538	0.247307588936733	0.00702767429065692
0	0.226896090464131	0	0.766478835519216	0.00662507401665291	0	0.00662507401665291	0.233521164480784	0
0	0.242891978283347	0	0.755743926511577	0.00136409520507536	0	0.00136409520507536	0.244256073488422	0
0	0.239033033932981	0	0.76096696606702	0	0	0	0.239033033932981	0
0	0.258247505096586	0	0.740113961369657	0.0016385335337575	0	0.0016385335337575	0.259886038630343	0
0	0.260747772828202	0	0.739252227171798	0	0	0	0.260747772828202	0
0	0.244687341374873	0	0.752037086726853	0.00327557189827356	0	0.00327557189827356	0.247962913273147	0
0	0.231399631502384	0	0.762996253257619	0.00560411523999769	0	0.00560411523999769	0.237003746742381	0
