Pos	Relaxed	Intensified_purify	NoChange	Pos_and_Relaxed	Pos_and_Intense	Pos_all	Relax_all	Intense_all
0	0.231905838330599	0	0.762033576907094	0.00606058476230772	0	0.00606058476230772	0.237966423092906	0
0	0.23039170143317	0	0.760152610643077	0.00945568792375236	0	0.00945568792375236	0.239847389356923	0
0	0.248033164597526	0	0.747609735402346	0.00435710000012805	0	0.00435710000012805	0.252390264597654	0
0	0.257944153683831	0	0.736268841045203	0.00578700527096564	0	0.00578700527096564	0.263731158954797	0
0	0.258832380951231	0	0.741167619048769	0	0	0	0.258832380951231	0
0	0.242981538890578	0	0.750684576420778	0.00633388468864423	0	0.00633388468864423	0.249315423579222	0
0	0.231287130768826	0	0.764665815347272	0.00404705388390232	0	0.00404705388390232	0.235334184652728	0
0	0.242685654944386	0	0.751532995435717	0.00578134961989684	0	0.00578134961989684	0.248467004564282	0
0	0.246691447276798	0	0.750988464700641	0.0023200880225604	0	0.0023200880225604	0.249011535299359	0
0	0.231752418904196	0	0.760568154734251	0.00767942636155354	0	0.00767942636155354	0.239431845265749	0
0	0.247496103347616	0	0.752264935319445	0	0.000238961332939407	0.000238961332939407	0.247496103347616	0.000238961332939407
0	0.252309335320966	0	0.739950422751012	0.00774024192802208	0	0.00774024192802208	0.260049577248988	0
0	0.243440054566155	0	0.745210969274916	0.0113489761589298	0	0.0113489761589298	0.254789030725084	0
0	0.243578468115436	0	0.751537581655095	0.00488395022946908	0	0.00488395022946908	0.248462418344905	0
0	0.236684594611496	0	0.749931231690677	0.0133841736978268	0	0.0133841736978268	0.250068768309323	0
0	0.245448989528651	0	0.754551010471349	0	0	0	0.245448989528651	0
0	0.248985363889998	0	0.75089832995076	0.000116306159241716	0	0.000116306159241716	0.24910167004924	0
0	0.248557189769439	0	0.745065303081794	0.00637750714876692	0	0.00637750714876692	0.254934696918206	0
0	0.245827986419262	0	0.748024851415594	0.00614716216514405	0	0.00614716216514405	0.251975148584406	0
0	0.235373600619055	0	0.751937982140076	0.0126884172408688	0	0.0126884172408688	0.248062017859924	0
0	0.24446279992807	0	0.747931469415449	0.0076057306564812	0	0.0076057306564812	0.252068530584551	0
0	0.224410666569165	0	0.767086887506219	0.0085024459246163	0	0.0085024459246163	0.232913112493781	0
0	0.236632816428791	0	0.755542519205866	0.00782466436534356	0	0.00782466436534356	0.244457480794134	0
0	0.238976508147873	0	0.749953285846847	0.0110702060052792	0	0.0110702060052792	0.250046714153153	0
0	0.249369861407209	0	0.737666554102026	0.0129635844907653	0	0.0129635844907653	0.262333445897974	0
0	0.232866183004267	0	0.763131776755188	0.00400204024054472	0	0.00400204024054472	0.236868223244812	0
0	0.237041716167275	0	0.754771195824533	0.00818708800819176	0	0.00818708800819176	0.245228804175467	0
0	0.256297124011494	0	0.743702875988506	0	0	0	0.256297124011494	0
0	0.238568244754588	0	0.754947353339577	0.00648440190583523	0	0.00648440190583523	0.245052646660423	0
0	0.226989771016708	0	0.762346901332434	0.0106633276508587	0	0.0106633276508587	0.237653098667566	0
0	0.246406872038918	0	0.746272804524996	0.00732032343608528	0	0.00732032343608528	0.253727195475004	0
0	0.237567427535928	0	0.752746450318217	0.00968612214585532	0	0.00968612214585532	0.247253549681783	0
0	0.240960178061575	0	0.747740030581059	0.0112997913573659	0	0.0112997913573659	0.252259969418941	0
0	0.23790897161698	0	0.755817888550799	0.00627313983222071	0	0.00627313983222071	0.244182111449201	0
0	0.255083152982108	0	0.738400609016088	0.00158892701363248	0.00492731098817125	0.00651623800180373	0.256672079995741	0.00492731098817125
0	0.231672924548563	0	0.756171736085435	0.0121553393660014	0	0.0121553393660014	0.243828263914565	0
0	0.235837841622776	0	0.757711144596481	0.00645101378074285	0	0.00645101378074285	0.242288855403519	0
0	0.238139769517867	0	0.74977228611218	0.012087944369953	0	0.012087944369953	0.25022771388782	0
0	0.253934638996278	0	0.746065361003722	0	0	0	0.253934638996278	0
0	0.253824486794521	0	0.742706972483653	0.00346854072182554	0	0.00346854072182554	0.257293027516347	0
0	0.254235489576777	0	0.745764510423223	0	0	0	0.254235489576777	0
0	0.237604903582081	0	0.752410342297372	0.00998475412054685	0	0.00998475412054685	0.247589657702628	0
0	0.24931834704853	0	0.749845997163555	0.000835655787915538	0	0.000835655787915538	0.250154002836445	0
0	0.234458637328086	0	0.754779779138021	0.0107615835338935	0	0.0107615835338935	0.24522022086198	0
0	0.239971715427898	0	0.757564461516444	0.00246382305565833	0	0.00246382305565833	0.242435538483556	0
0	0.25909434091024	0	0.738519591355129	0.00238606773463041	0	0.00238606773463041	0.261480408644871	0
0	0.235646152987997	0	0.746491760087609	0.00991889983821411	0.00794318708618048	0.0178620869243946	0.245565052826211	0.00794318708618048
0	0.24277747072736	0	0.751823003690923	0.00539952558171699	0	0.00539952558171699	0.248176996309077	0
0	0.235694066985356	0	0.758061163323418	0.00624476969122685	0	0.00624476969122685	0.241938836676582	0
0	0.241712992057525	0	0.755408390975938	0.00287861696653693	0	0.00287861696653693	0.244591609024062	0
0	0.244732908090846	0	0.754299539217245	0.000967552691909754	0	0.000967552691909754	0.245700460782755	0
0	0.247143484650205	0	0.750197550628297	0	0.00265896472149805	0.00265896472149805	0.247143484650205	0.00265896472149805
0	0.242280759588822	0	0.752259385227989	0.00545985518318902	0	0.00545985518318902	0.247740614772011	0
0	0.239681496481796	0	0.752699514864767	0.0076189886534374	0	0.0076189886534374	0.247300485135233	0
0	0.237984499279916	0	0.743812289618276	0.018203211101808	0	0.018203211101808	0.256187710381724	0
