Control file: .bsrep47.control.txt

List of free parameters:   neu_theta_1   neu_e_1   sel_theta_1   sel_gamma_1   sel_e_1   sel_theta_2   sel_gamma_2   sel_e_2   sel_theta_3   sel_gamma_3   sel_e_3   r_2   r_3   r_4   r_5   r_6   r_7   r_8   r_9   r_10   r_11   r_12   r_13   r_14   r_15   r_16   r_17   r_18   r_19   r_20   r_21   r_22   r_23   r_24   r_25   r_26   r_27   r_28   r_29   r_30   r_31   r_32   r_33   r_34   r_35   r_36   r_37   r_38   r_39   r_40   r_41   r_42   r_43   r_44   r_45   r_46   r_47   r_48   r_49

seed = 333380

run	imp	exit_code	neu_theta_1	neu_gamma_1	neu_e_1	sel_theta_1	sel_gamma_1	sel_e_1	sel_theta_2	sel_gamma_2	sel_e_2	sel_theta_3	sel_gamma_3	sel_e_3	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	r_36	r_37	r_38	r_39	r_40	r_41	r_42	r_43	r_44	r_45	r_46	r_47	r_48	r_49	lnL
2	28	3	0.00320501098736581	0	0.0752141424489017	0.000659376290820229	0.200121836062822	0.0672014018676372	0.000320683312944996	-11.9974703551885	0.028955144853728	0.00810207051292879	-260.61593186917	3.70589762307416e-05	0.802925853070011	3.18805310546756	2.79311141334556	3.90132211156539	2.36374053540513	2.16944407950154	3.15398830316015	1.91737811644261	2.67197220964277	1.58150131478423	1.6517647687494	2.22458427261177	1.44708440112233	2.09268987747534	1.40871290119145	1.30466530306012	2.0982106792951	1.24889969893826	1.88467779209238	1.20211035737081	1.21575023042935	1.80416052536263	1.21043246912719	1.77009690454333	1.25082051930065	1.19391028697904	1.93660888227844	1.38897167027217	1.94172608996274	1.24299913017121	1.20190432107765	2.16942276508801	1.41333277898566	1.9234262542089	1.4096298242498	1.26133607949563	2.25633920539134	1.47078225188871	2.21880485069199	1.51394231819741	1.0206186484026	2.61200685681238	1.64037812381277	1.68088621269772	1.10301046797501	0.106280504252604	4.73652499577648	1.71285374729527	2263318.32779037
7	39	3	0.00311266265669706	0	0.0489337743677884	0.00914531819955407	-305.890825890825	5.5069498164404e-05	0.000644951185827573	0.177668067104037	0.0392837866507397	0.000347051801752132	-13.2861426865215	0.0231107984622756	0.814686729518552	3.18636354563773	2.78938316576189	3.90025426086322	2.36811670265193	2.18167047714367	3.16084047792886	1.92839161453184	2.69056778666647	1.59474922117956	1.67371741977675	2.23858403925332	1.46407354653117	2.11729179663759	1.42902732359541	1.33808085197097	2.11781321296109	1.27176288806205	1.92283851499932	1.23196302004782	1.26079713333003	1.83281075858981	1.24369556392846	1.82186162137677	1.28874722880242	1.25643337510468	1.98204794078914	1.43747124966994	2.02511153162073	1.30205837722825	1.31247871944075	2.24469340988686	1.50153090783852	2.0676130564042	1.52004428189139	1.45120700764423	2.4118770470579	1.63784243847471	2.5363488867495	1.77449854102405	1.5144661967319	3.01065012362672	2.15812980456	2.73297710713986	2.06839617791001	1.60388359671357	5.30949068460219	3.18549609345543	2263318.24445461
6	36	3	0.00320534266619361	0	0.0753546269902177	0.000374652026289776	-13.9398261341502	0.0240544657501968	0.00979647241216535	-336.284843017608	4.11904059838153e-05	0.000663583396378218	0.186943183078783	0.0677890633205404	0.813031380440019	3.18191861823813	2.78156604810057	3.89207572829681	2.36311123170653	2.17107504708373	3.15961238011268	1.92074219302279	2.6778580621603	1.58509186786389	1.6553908414139	2.22891717971091	1.44950785283327	2.09567138452313	1.41029347186349	1.30569581122431	2.09935800118553	1.24937524367706	1.88460585071533	1.20226315184788	1.21480355292633	1.80405290803436	1.20955540946071	1.76767309957554	1.24904552181129	1.19195892170231	1.93505098271648	1.38661008141122	1.93899169460495	1.24084394256891	1.19913531190086	2.16731365572046	1.410900798657	1.91966762890751	1.40694572538698	1.25789142595516	2.25368660475991	1.46702975008667	2.21349663377341	1.51124262777208	1.01467394105597	2.6097741615698	1.63785933996484	1.68244861998505	1.1103245747936	0.106615794307843	4.71571743027103	1.70261087476479	2263317.9925913
3	21	3	0.00307550360751038	0	0.0311861371556087	0.00732983212212069	-230.762888234102	1.56896103657678e-05	0.000630417638351737	0.212780265609942	0.0181027343478106	0.00031086177548692	-11.8799735534931	0.0281564967892568	0.798000454029545	3.16142865931808	2.7802118184883	3.88760150852653	2.36103552889289	2.17727621255507	3.14343218293055	1.92069318787512	2.68118203854474	1.59088430505383	1.67563885641938	2.22991419205282	1.46395361700506	2.1182498990519	1.43186570968836	1.35170720396323	2.1152678110305	1.27805387019438	1.93540605069294	1.24359654579564	1.28282968547745	1.84074244432191	1.25902235725999	1.84510192288053	1.30551197599127	1.29112981238895	1.99840742940334	1.46101776712984	2.06675911992379	1.3338013960137	1.37888648047631	2.27713392463888	1.55013323215279	2.15017102946954	1.58251243852486	1.56556933587672	2.49502894805178	1.73564650318018	2.72638599684914	1.93240374293792	1.82736648658237	3.24438153295839	2.47647352934835	3.38673905081134	2.66876606991907	2.55686009300895	5.63883128491022	4.0875659684313	2263317.1912074
9	50	3	0.00303463122737076	0	0.0166550117974495	0.00724378139165482	-227.138525036857	1.6532595020522e-05	0.000619634061839443	0.222371804023542	0.00233167863550399	0.000308064409609849	-11.5978915326714	0.0254869289487029	0.798849340482678	3.15638038709194	2.77803611033702	3.88603549313581	2.36195595552	2.18064973494374	3.14278669037485	1.92262441279839	2.68670215846822	1.59557029407508	1.68463976486705	2.23469811552442	1.47105040736667	2.12937665831897	1.44054717723821	1.36850583434029	2.12459238633078	1.28897708814611	1.95373433631427	1.25848029263834	1.3059582200899	1.85523898774535	1.27660046465807	1.87144655939065	1.32496772258242	1.32278089705055	2.02050555811242	1.48563215410993	2.10904742786435	1.36400908969146	1.43340256457559	2.31360529465039	1.59479273317854	2.22194302544666	1.63763578060151	1.66045677065689	2.57171473397944	1.81778405386908	2.88443285175816	2.06136919940033	2.07565142536239	3.44090763458487	2.73397766597269	3.9115623970001	3.15048147026111	3.30885404674371	5.91958163293282	4.83238686236856	2263316.845395
8	20	3	0.00321043042463303	0	0.0719084341426513	0.00582384623355918	-154.764481029419	1.29094142114972e-05	5.74157685543846e-05	5.37498797910871	0.000605941859518191	0.000745406676310715	-0.928915414126932	0.0657060791715301	0.779237667948339	3.18828265241936	2.81823842414567	3.91616174986786	2.3563754554889	2.14974778102044	3.10179889759831	1.88084658306367	2.61473943687169	1.54664728533953	1.61683959576037	2.17291176260963	1.41663825983075	2.05044184869031	1.38343073929653	1.28944382804881	2.06508029916405	1.23576862013443	1.86967579611297	1.19667091945773	1.21769606619167	1.79925609440141	1.21545979860141	1.77876323026734	1.25867794271365	1.2122590723042	1.95268708682129	1.40784612157373	1.97408131995048	1.26519723916946	1.23777454585328	2.20424154656054	1.44605208876554	1.97241764854272	1.4460863670322	1.31086613001745	2.30486355851805	1.51091411521087	2.28308252223451	1.56295374906264	1.09561452102871	2.65931400056112	1.68717996991869	1.76087494421509	1.16657564873043	0.269047227640111	4.74833878418522	1.87306012239648	2263298.31714229
4	17	3	0.0032225923842874	0	0.0761138582190504	0.00564957552767288	-148.199796472724	5.10868669177933e-06	6.31689204904566e-05	4.91758469586707	0.000156593060609047	0.000738605458367274	-0.929097327731923	0.0708937203795414	0.77546334274511	3.18521864451947	2.82270153294915	3.92633453090151	2.3621572903995	2.1539732195663	3.10999159880416	1.88388758630626	2.61967456474097	1.548338010621	1.61740755175203	2.1747394918181	1.41722814909649	2.05115451966715	1.38333358591729	1.28691641954374	2.06546373771861	1.23376230842239	1.86578601196613	1.19269036100324	1.21073296159442	1.79633913616283	1.20939806271769	1.77145992442352	1.2518295852992	1.2008196603286	1.94571593100963	1.39931956355914	1.95828944881189	1.25441447220519	1.21856386014632	2.18950686192899	1.42916045670166	1.94588389040188	1.42548284909399	1.27903221149875	2.2761157493909	1.4808276820875	2.22993330912825	1.51837090757322	1.01173989470032	2.59161414641947	1.59914106779421	1.58110491497707	1.00800138049048	0.0370253280621352	4.67376399755136	1.64539998065763	2263298.30438028
1	20	3	0.00322870911866743	0	0.0762846152783267	0.000752940338749089	-0.912764178796407	0.0699150626081063	5.45087876939851e-05	5.60114740593716	0.00012740098023889	0.0058785910515514	-156.708088679476	2.58282353271078e-06	0.779399791435514	3.18852713433106	2.81599419013467	3.91240497468795	2.35276344716393	2.14578357418878	3.09861960456317	1.87693487418946	2.61110562294792	1.54306439520742	1.61225078149494	2.1676879232668	1.41341493333372	2.04486448373029	1.37966515367537	1.28301852321111	2.06030561981136	1.23093999216602	1.86137444499223	1.18982367443099	1.20854062140719	1.79322099344253	1.20743907126557	1.76790866043096	1.25055716459156	1.19922276066973	1.94414287174214	1.39777580800159	1.95792834436121	1.25381359601186	1.21729283933132	2.18992984530873	1.42959651354889	1.94661496355633	1.42496829333991	1.2781353626803	2.27568370926123	1.48163967502881	2.22842678972858	1.51662131129692	1.00886276425226	2.58981113860804	1.59637259324578	1.5770449547696	0.998792082842806	0.0210405603983877	4.64716145936253	1.61672610631145	2263298.29621344
10	50	3	0.00321138167549101	0	0.073821928566008	0.00396824223554857	-125.685570962045	0.000878778529222786	0.00188578401384434	-246.623493032847	4.70502077098467e-05	0.0007774922625005	-0.378418016963102	0.066797905257765	0.774766347682078	3.19840922656376	2.83835393839822	3.94817519338701	2.37246515600851	2.1597592300769	3.11502489374986	1.88379159584329	2.6152718952347	1.54394575816456	1.60868135214922	2.16506049702604	1.40792690168467	2.03646561319629	1.37182582287848	1.27247622622951	2.04715975221612	1.22168534168622	1.8458959354691	1.18089208554947	1.19618455715603	1.77876524271661	1.1969507626518	1.75441068685159	1.24252900046866	1.19010360833593	1.93374016855208	1.39116454698331	1.94963718049115	1.25092641318664	1.21493730578066	2.19632445614579	1.43497067737567	1.9587659498586	1.43856311009224	1.28976886194209	2.3145436565983	1.51108765911198	2.28368902759281	1.56102945884352	1.05016752821217	2.6959742954287	1.67522159854637	1.67773272234304	1.07519451944475	0.067421110175906	5.04010469454735	1.82089001173499	2263286.35824303
5	31	3	0.00298540179775397	0	0.00326342060736758	0.00571448910542431	-147.434188712765	0.00154076762246986	0.000733529174364153	-0.419150191599973	0.00766890248412943	2.56882732496312e-06	-320.486475398929	0.499997060390513	0.788755177187825	3.21112165347024	2.84933272068019	3.96116488012047	2.38634836209722	2.1873410836347	3.12734918908571	1.9065094189913	2.65449847299936	1.57260663184831	1.65892104273367	2.19756795819334	1.44725147122648	2.09567576040102	1.42049821939861	1.35172919354638	2.09851939320992	1.2773860187682	1.94115850956731	1.25460367015446	1.30601955503628	1.85432018897463	1.27985475454273	1.8838342454324	1.34009276605415	1.34350160056964	2.04992185620861	1.51160081559413	2.15598993896937	1.40022056827079	1.48410029047414	2.38618193170296	1.65367180949593	2.31711223971453	1.71159730994521	1.75136239196048	2.70579496939431	1.92707213216539	3.07729756611556	2.21284137376167	2.28758644541568	3.71228019585601	3.00594107328771	4.39168730758508	3.57118289777947	3.90438863926853	6.49565692026173	5.56289413471548	2263279.92329265
